id,full_name,gender,date_of_birth,blood_group,phone,email,roll_no,abc_id,aadhaar_number,photo_url,tc_number,address,city,state,pincode,father_name,mother_name,parent_phone,guardian_name,annual_income,siblings,community,religion,caste,nationality,mother_tongue,stream,department,dept_id,branch,branch_full_name,jntuh_branch_code,admission_year,batch,current_year,section,current_semester,cgpa,sgpa_current,active_backlogs,admission_category,eamcet_hall_ticket,eamcet_rank,fee_category,annual_tuition_fee,hostel_fee,total_annual_fee,scholarship,scholarship_amount,bus_route,student_status
STU-00161,Divya Raju,Female,2005-03-21,O+,9650446037,divya.00161@student.aits.edu.in,23A81A050041,261371667874,XXXX-XXXX-1916,https://randomuser.me/api/portraits/women/63.jpg,AITS/TC/2023/3979,"Flat 102, Laxmi Towers, Kukatpally",Hyderabad,Telangana,500076,Abhishek Raju,Indira Raju,9705165937,Abhishek Raju,150000,2,BC-D,Hindu,Perika,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.75,6.95,0,EAMCET,TS68877,62789,Hosteller,95000,55000,150000,EBC,20000,,Active
STU-00162,Omkar Yadav,Male,2005-12-22,A+,9467940478,omkar.00162@student.aits.edu.in,23A81A050042,602177677774,XXXX-XXXX-2127,https://randomuser.me/api/portraits/men/64.jpg,AITS/TC/2023/2526,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500023,Kiran Yadav,Sirisha Yadav,9661257031,Kiran Yadav,1000000,2,SC,Hindu,Mala,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,8.51,6.62,1,NRI,,,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00163,Prudhvi Kaur,Male,2006-11-21,O+,9563316186,prudhvi.00163@student.aits.edu.in,23A81A050043,561803663563,XXXX-XXXX-7068,https://randomuser.me/api/portraits/men/65.jpg,AITS/TC/2023/5223,"Plot 7, Colony Road",Jagtial,Telangana,505327,Krishna Kaur,Yamini Kaur,9925354925,Krishna Kaur,600000,1,SC,Hindu,Mala,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.54,5.22,0,EAMCET,TS43360,63539,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00164,Rachana Reddy,Female,2006-09-01,B+,9502685267,rachana.00164@student.aits.edu.in,23A81A050044,326149553584,XXXX-XXXX-6175,https://randomuser.me/api/portraits/women/66.jpg,AITS/TC/2023/6641,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500064,Yashwanth Reddy,Vyshnavi Reddy,9380571840,Yashwanth Reddy,1000000,1,BC-A,Hindu,Goud,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.57,6.28,0,EAMCET,TS64162,73365,Day Scholar,95000,0,95000,Merit,10000,Route-5,Active
STU-00165,Akhil Raju,Male,2006-12-08,O+,9579527597,akhil.00165@student.aits.edu.in,23A81A050045,872162574642,XXXX-XXXX-3650,https://randomuser.me/api/portraits/men/67.jpg,AITS/TC/2023/7564,"H.No 9-12, Old Bowenpally, Secunderabad",Hyderabad,Telangana,500053,Trivikram Raju,Jyothi Raju,9848459689,Trivikram Raju,150000,0,ST,Hindu,Koya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,6.93,7.54,0,EAMCET,TS71822,79675,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,Route-7,Active
STU-00166,Prashanth Iyer,Male,2006-03-21,B-,9630824004,prashanth.00166@student.aits.edu.in,23A81A050046,110475305195,XXXX-XXXX-4304,https://randomuser.me/api/portraits/men/68.jpg,AITS/TC/2023/7474,"Door No 4-12, Near Temple",Suryapet,Telangana,508213,Sandeep Iyer,Divya Iyer,9941770040,Sandeep Iyer,1500000,1,BC-D,Hindu,Munnur Kapu,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,5.61,5.15,0,EAMCET,TS57151,32359,Day Scholar,95000,0,95000,Merit,10000,,Active
STU-00167,Aditya Hegde,Male,2006-12-23,AB-,9173677125,aditya.00167@student.aits.edu.in,23A81A050047,202732084792,XXXX-XXXX-5661,https://randomuser.me/api/portraits/men/69.jpg,AITS/TC/2023/9409,"Door No 4-12, Near Temple",Vijayawada,Andhra Pradesh,520001,Bhaskar Hegde,Akshitha Hegde,9396898040,Bhaskar Hegde,300000,2,OC,Hindu,Brahmin,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,6.86,7.66,0,EAMCET,TS44223,23942,Day Scholar,95000,0,95000,,0,,Active
STU-00168,Raghav Tripathi,Male,2004-12-15,B+,9504886868,raghav.00168@student.aits.edu.in,23A81A050048,630699768148,XXXX-XXXX-4985,https://randomuser.me/api/portraits/men/70.jpg,AITS/TC/2023/5067,"Flat 3A, Residency",Medak,Telangana,502110,Zaheer Tripathi,Dharani Tripathi,9129367590,Zaheer Tripathi,800000,0,OC,Hindu,Komati,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,8.57,7.07,0,EAMCET,TS51383,55057,Hosteller,95000,55000,150000,,0,,Active
STU-00169,Revathi Patel,Female,2006-09-06,A-,9611697526,revathi.00169@student.aits.edu.in,23A81A050049,487895129979,XXXX-XXXX-4580,https://randomuser.me/api/portraits/women/71.jpg,AITS/TC/2023/9071,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500073,Aditya Patel,Meghana Patel,9889660946,Aditya Patel,300000,2,OC,Hindu,Reddy,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.59,7.79,1,Management,,,Hosteller,95000,55000,150000,,0,,Active
STU-00170,Siddharth Kumar,Male,2003-06-20,AB+,9438676325,siddharth.00170@student.aits.edu.in,23A81A050050,735212777188,XXXX-XXXX-5501,https://randomuser.me/api/portraits/men/72.jpg,AITS/TC/2023/9490,"Flat 403, Green Valley, Quthbullapur",Hyderabad,Telangana,500060,Girish Kumar,Urvashi Kumar,9719189534,Girish Kumar,250000,0,SC,Hindu,Arundhatiya,Indian,Tamil,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,5.98,8.34,0,EAMCET,TS75860,46519,Hosteller,95000,55000,150000,SC/ST Post-Matric,45000,,Active
STU-00171,Arjun Reddy,Male,2005-07-19,O+,9208177158,arjun.00171@student.aits.edu.in,23A81A050051,496534729069,XXXX-XXXX-5254,https://randomuser.me/api/portraits/men/73.jpg,AITS/TC/2023/4744,"H.No 7-23, AS Rao Nagar",Hyderabad,Telangana,500044,Jayanth Reddy,Jyothi Reddy,9468397022,Jayanth Reddy,500000,0,BC-A,Hindu,Padmasali,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.84,6.76,0,Management,,,Day Scholar,95000,0,95000,,0,,Active
STU-00172,Ajay Goud,Male,2003-07-07,O+,9256598517,ajay.00172@student.aits.edu.in,23A81A050052,266380771054,XXXX-XXXX-8749,https://randomuser.me/api/portraits/men/74.jpg,AITS/TC/2023/8370,"Flat 103, Sunrise Apartments, Ameerpet",Hyderabad,Telangana,500027,Prashanth Goud,Eesha Goud,9873695765,Prashanth Goud,500000,2,OC,Hindu,Velama,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.16,7.07,0,EAMCET,TS62219,13972,Day Scholar,95000,0,95000,,0,,Active
STU-00173,Rahul Agarwal,Male,2004-09-18,B+,9969747935,rahul.00173@student.aits.edu.in,23A81A050053,479063998794,XXXX-XXXX-1324,https://randomuser.me/api/portraits/men/75.jpg,AITS/TC/2023/3373,"Plot 8, Venkateshwara Colony, Sainikpuri",Hyderabad,Telangana,500083,Waseem Agarwal,Latha Agarwal,9796999048,Waseem Agarwal,1000000,0,BC-D,Hindu,Perika,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,8.13,6.77,0,Lateral Entry,TSLAT8987,3761,Hosteller,95000,55000,150000,Merit,10000,,Active
STU-00174,Mohan Singh,Male,2003-02-03,B+,9273945628,mohan.00174@student.aits.edu.in,23A81A050054,350583963423,XXXX-XXXX-6136,https://randomuser.me/api/portraits/men/76.jpg,AITS/TC/2023/4450,"Door No 4-12, Near Temple",Guntur,Andhra Pradesh,522001,Balu Singh,Latha Singh,9524616925,Balu Singh,400000,2,BC-D,Hindu,Perika,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,8.37,9.1,0,Lateral Entry,TSLAT8377,3491,Day Scholar,95000,0,95000,,0,Route-2,Active
STU-00175,Tejasvi Varma,Female,2006-08-18,O-,9157794625,tejasvi.00175@student.aits.edu.in,23A81A050055,946221793732,XXXX-XXXX-7504,https://randomuser.me/api/portraits/women/77.jpg,AITS/TC/2023/6328,"H.No 2-45, Main Road",Warangal,Telangana,506001,Rahul Varma,Jyothi Varma,9266724578,Rahul Varma,200000,2,SC,Hindu,Adi Andhra,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,6.89,7.02,0,EAMCET,TS47247,59085,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00176,Ishaan Desai,Male,2004-09-15,A-,9245078524,ishaan.00176@student.aits.edu.in,23A81A050056,695701754290,XXXX-XXXX-3900,https://randomuser.me/api/portraits/men/78.jpg,AITS/TC/2023/3233,"Flat 501, Sai Krupa, LB Nagar",Hyderabad,Telangana,500077,Raghav Desai,Bhargavi Desai,9472769123,Raghav Desai,800000,1,SC,Hindu,Arundhatiya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,6.75,7.7,0,Management,,,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00177,Ashwini Desai,Female,2006-12-16,B+,9911182636,ashwini.00177@student.aits.edu.in,23A81A050057,428466501969,XXXX-XXXX-1149,https://randomuser.me/api/portraits/women/79.jpg,AITS/TC/2023/9464,"Plot 7, Colony Road",Visakhapatnam,Andhra Pradesh,530001,Aarav Desai,Farida Desai,9501197060,Aarav Desai,300000,1,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.67,6.78,0,EAMCET,TS94671,52081,Hosteller,95000,55000,150000,,0,,Active
STU-00178,Chiranjeevi Patil,Male,2004-11-24,A+,9671170800,chiranjeevi.00178@student.aits.edu.in,23A81A050058,395531582823,XXXX-XXXX-7765,https://randomuser.me/api/portraits/men/80.jpg,AITS/TC/2023/5622,"Plot 7, Colony Road",Khammam,Telangana,507001,Praveen Patil,Pooja Patil,9783858343,Praveen Patil,800000,2,OC,Hindu,Velama,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,8.98,9.56,0,EAMCET,TS52027,3542,Hosteller,95000,55000,150000,,0,,Active
STU-00179,Rachana Mehta,Female,2006-04-03,B+,9261795387,rachana.00179@student.aits.edu.in,23A81A050059,641229122046,XXXX-XXXX-4558,https://randomuser.me/api/portraits/women/81.jpg,AITS/TC/2023/1206,"Flat 103, Sunrise Apartments, Ameerpet",Hyderabad,Telangana,500057,Ishaan Mehta,Padmini Mehta,9949785821,Ishaan Mehta,150000,1,SC,Hindu,Madiga,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,6.63,7.23,1,EAMCET,TS61435,10356,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00180,Vidya Goud,Female,2003-08-08,AB+,9892012381,vidya.00180@student.aits.edu.in,23A81A050060,138631235433,XXXX-XXXX-4263,https://randomuser.me/api/portraits/women/82.jpg,AITS/TC/2023/4568,"Plot 7, Colony Road",Nizamabad,Telangana,503001,Jayanth Goud,Aparna Goud,9831693114,Jayanth Goud,400000,3,OC,Hindu,Komati,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,A,5,7.27,8.83,0,Lateral Entry,TSLAT9534,1100,Hosteller,95000,55000,150000,,0,,Active
STU-00181,Charan Arora,Male,2004-01-06,B+,9952970198,charan.00181@student.aits.edu.in,23A81A050061,741135967750,XXXX-XXXX-2960,https://randomuser.me/api/portraits/men/83.jpg,AITS/TC/2023/1983,"H.No 2-45, Main Road",Hyderabad,Telangana,500001,Yashwanth Arora,Yamini Arora,9841688682,Yashwanth Arora,800000,2,OC,Hindu,Kamma,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.91,6.56,2,EAMCET,TS75525,12980,Hosteller,95000,55000,150000,,0,,Active
STU-00182,Latha Babu,Female,2006-03-16,AB+,9349832483,latha.00182@student.aits.edu.in,23A81A050062,965686523361,XXXX-XXXX-6690,https://randomuser.me/api/portraits/women/84.jpg,AITS/TC/2023/5510,"Flat 3A, Residency",Hyderabad,Telangana,500001,Phani Babu,Sahithi Babu,9244667571,Phani Babu,400000,2,BC-A,Hindu,Padmasali,Indian,Tamil,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,7.56,8.0,0,EAMCET,TS81137,65237,Hosteller,95000,55000,150000,,0,,Active
STU-00183,Aakash Pandey,Male,2005-02-17,O-,9266457342,aakash.00183@student.aits.edu.in,23A81A050063,424052637662,XXXX-XXXX-5314,https://randomuser.me/api/portraits/men/85.jpg,AITS/TC/2023/3525,"Flat 201, Sri Sai Residency, Kompally",Hyderabad,Telangana,500091,Nithish Pandey,Aparna Pandey,9887759003,Nithish Pandey,250000,2,BC-B,Hindu,Agnikula Kshatriya,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.55,6.36,0,EAMCET,TS52034,9302,Day Scholar,95000,0,95000,,0,,Active
STU-00184,Kalyan Singh,Male,2004-02-04,O+,9661782298,kalyan.00184@student.aits.edu.in,23A81A050064,175844359481,XXXX-XXXX-1717,https://randomuser.me/api/portraits/men/86.jpg,AITS/TC/2023/4419,"H.No 4-56/2, Near Water Tank, Alwal",Hyderabad,Telangana,500035,Suresh Singh,Amulya Singh,9305746804,Suresh Singh,200000,0,BC-C,Muslim,Laddaf,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.3,8.42,0,Lateral Entry,TSLAT5193,502,Hosteller,95000,55000,150000,EBC,20000,,Active
STU-00185,Rohith Malhotra,Male,2006-06-18,A-,9898302819,rohith.00185@student.aits.edu.in,23A81A050065,973463498854,XXXX-XXXX-1955,https://randomuser.me/api/portraits/men/87.jpg,AITS/TC/2023/2728,"H.No 4-56/2, Near Water Tank, Alwal",Hyderabad,Telangana,500019,Santosh Malhotra,Mounika Malhotra,9331820924,Santosh Malhotra,1000000,0,BC-D,Hindu,Munnur Kapu,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.51,6.32,2,EAMCET,TS35312,69969,Day Scholar,95000,0,95000,Merit,10000,,Active
STU-00186,Waseem Shah,Male,2003-12-22,O+,9558568278,waseem.00186@student.aits.edu.in,23A81A050066,215460850007,XXXX-XXXX-3733,https://randomuser.me/api/portraits/men/88.jpg,AITS/TC/2023/9939,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500094,Venkat Shah,Eesha Shah,9744154611,Venkat Shah,800000,3,SC,Hindu,Adi Andhra,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,7.4,6.34,0,Management,,,Hosteller,95000,55000,150000,SC/ST Post-Matric,45000,,Active
STU-00187,Vidya Pandey,Female,2004-06-15,AB-,9580499237,vidya.00187@student.aits.edu.in,23A81A050067,537914111449,XXXX-XXXX-1003,https://randomuser.me/api/portraits/women/89.jpg,AITS/TC/2023/3557,"H.No 3-67, Dilsukhnagar",Hyderabad,Telangana,500086,Kiran Pandey,Deepthi Pandey,9245047170,Kiran Pandey,400000,0,OBC,Muslim,Syed,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,5.87,7.31,0,EAMCET,TS46170,73569,Day Scholar,95000,0,95000,,0,,Active
STU-00188,Aruna Sinha,Female,2005-04-09,A-,9970884334,aruna.00188@student.aits.edu.in,23A81A050068,200074036939,XXXX-XXXX-7550,https://randomuser.me/api/portraits/women/90.jpg,AITS/TC/2023/8115,"H.No 2-45, Main Road",Nellore,Andhra Pradesh,524001,Kalyan Sinha,Yamini Sinha,9618116050,Kalyan Sinha,250000,1,SC,Hindu,Mala,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,5.89,8.58,1,EAMCET,TS14898,76534,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00189,Vamsi Sastry,Male,2006-11-25,O-,9778812730,vamsi.00189@student.aits.edu.in,23A81A050069,157477343845,XXXX-XXXX-5993,https://randomuser.me/api/portraits/men/91.jpg,AITS/TC/2023/1807,"H.No 2-45, Main Road, Bachupally",Hyderabad,Telangana,500051,Nithish Sastry,Padmini Sastry,9337079167,Nithish Sastry,250000,0,BC-D,Hindu,Perika,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,5.54,8.13,0,Lateral Entry,TSLAT2475,1919,Day Scholar,95000,0,95000,,0,,Active
STU-00190,Rahul Chowdary,Male,2003-09-14,AB+,9930888412,rahul.00190@student.aits.edu.in,23A81A050070,244731251829,XXXX-XXXX-3209,https://randomuser.me/api/portraits/men/92.jpg,AITS/TC/2023/4120,"Flat 103, Sunrise Apartments, Ameerpet",Hyderabad,Telangana,500060,Waseem Chowdary,Sirisha Chowdary,9702549133,Waseem Chowdary,1500000,3,BC-B,Hindu,Viswabrahmins,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.73,6.2,0,EAMCET,TS66369,43390,Day Scholar,95000,0,95000,Merit,10000,,Active
STU-00191,Indira Rao,Female,2004-03-12,AB+,9761662253,indira.00191@student.aits.edu.in,23A81A050071,588779287111,XXXX-XXXX-3389,https://randomuser.me/api/portraits/women/93.jpg,AITS/TC/2023/4471,"H.No 7-23, AS Rao Nagar",Hyderabad,Telangana,500035,Sudhakar Rao,Anusha Rao,9913610452,Sudhakar Rao,200000,0,OC,Hindu,Velama,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,7.12,6.94,0,EAMCET,TS11800,45993,Day Scholar,95000,0,95000,,0,Route-9,Active
STU-00192,Deepthi Yadav,Female,2003-10-24,B+,9251770634,deepthi.00192@student.aits.edu.in,23A81A050072,867489486504,XXXX-XXXX-1301,https://randomuser.me/api/portraits/women/94.jpg,AITS/TC/2023/7332,"H.No 4-56/2, Near Water Tank, Alwal",Hyderabad,Telangana,500042,Balaji Yadav,Swetha Yadav,9404957218,Balaji Yadav,300000,2,BC-B,Hindu,Viswabrahmins,Indian,Urdu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.43,6.15,1,EAMCET,TS18729,51940,Day Scholar,95000,0,95000,,0,Route-5,Active
STU-00193,Aparna Anand,Female,2006-06-16,A+,9741138124,aparna.00193@student.aits.edu.in,23A81A050073,196772316126,XXXX-XXXX-4054,https://randomuser.me/api/portraits/women/95.jpg,AITS/TC/2023/9212,"H.No 5-34, Mehdipatnam",Hyderabad,Telangana,500081,Kiran Anand,Divya Anand,9365635280,Kiran Anand,1000000,1,BC-A,Hindu,Yadav,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.89,6.54,0,Management,,,Hosteller,95000,55000,150000,Merit,10000,,Active
STU-00194,Swetha Yadav,Female,2003-01-18,B+,9400855850,swetha.00194@student.aits.edu.in,23A81A050074,264177627574,XXXX-XXXX-6599,https://randomuser.me/api/portraits/women/96.jpg,AITS/TC/2023/4314,"Flat 3A, Residency",Warangal,Telangana,506001,Prashanth Yadav,Niharika Yadav,9757611451,Prashanth Yadav,300000,1,BC-B,Hindu,Agnikula Kshatriya,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.74,7.57,0,Management,,,Day Scholar,95000,0,95000,,0,,Active
STU-00195,Rakesh Hegde,Male,2005-07-25,O-,9255856197,rakesh.00195@student.aits.edu.in,23A81A050075,448571161610,XXXX-XXXX-2111,https://randomuser.me/api/portraits/men/97.jpg,AITS/TC/2023/5372,"Flat 304, Haritha Apartments, Miyapur",Hyderabad,Telangana,500033,Srikanth Hegde,Bindhu Hegde,9256253951,Srikanth Hegde,150000,2,SC,Hindu,Arundhatiya,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,7.71,7.93,0,EAMCET,TS68065,36887,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
STU-00196,Chiranjeevi Sastry,Male,2005-04-22,O+,9128008008,chiranjeevi.00196@student.aits.edu.in,23A81A050076,187442361629,XXXX-XXXX-8808,https://randomuser.me/api/portraits/men/98.jpg,AITS/TC/2023/4323,"Flat 103, Sunrise Apartments, Ameerpet",Hyderabad,Telangana,500093,Sudhakar Sastry,Ramya Sastry,9516032315,Sudhakar Sastry,800000,1,OC,Hindu,Reddy,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,7.32,7.23,0,Management,,,Day Scholar,95000,0,95000,,0,,Active
STU-00197,Tarun Nair,Male,2003-10-16,O+,9838586956,tarun.00197@student.aits.edu.in,23A81A050077,569211363784,XXXX-XXXX-7633,https://randomuser.me/api/portraits/men/99.jpg,AITS/TC/2023/1643,"Flat 3A, Residency",Eluru,Andhra Pradesh,534001,Srikanth Nair,Revathi Nair,9756598356,Srikanth Nair,1500000,1,BC-B,Hindu,Beri Chetty,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,5.13,7.95,1,Lateral Entry,TSLAT2791,3799,Day Scholar,95000,0,95000,Merit,10000,,Active
STU-00198,Prashanth Sharma,Male,2005-05-15,AB+,9527392079,prashanth.00198@student.aits.edu.in,23A81A050078,434510940459,XXXX-XXXX-5684,https://randomuser.me/api/portraits/men/1.jpg,AITS/TC/2023/3930,"H.No 3-67, Dilsukhnagar",Hyderabad,Telangana,500088,Hemanth Sharma,Padmini Sharma,9655091932,Hemanth Sharma,250000,1,BC-C,Muslim,Dudekula,Indian,Tamil,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,8.87,6.81,0,EAMCET,TS33562,77735,Day Scholar,95000,0,95000,,0,,Active
STU-00199,Aditya Malhotra,Male,2006-05-11,AB-,9842725930,aditya.00199@student.aits.edu.in,23A81A050079,974934100366,XXXX-XXXX-3686,https://randomuser.me/api/portraits/men/2.jpg,AITS/TC/2023/3459,"H.No 2-45, Main Road",Warangal,Telangana,506001,Gowtham Malhotra,Kavya Malhotra,9489707503,Gowtham Malhotra,200000,1,BC-A,Hindu,Kummari,Indian,Kannada,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,5.92,8.57,1,EAMCET,TS59634,73134,Day Scholar,95000,0,95000,EBC,20000,,Active
STU-00200,Anusha Nair,Female,2006-07-10,A+,9432342748,anusha.00200@student.aits.edu.in,23A81A050080,944949610845,XXXX-XXXX-8311,https://randomuser.me/api/portraits/women/3.jpg,AITS/TC/2023/1107,"Plot 7, Colony Road",Nizamabad,Telangana,503001,Aditya Nair,Anjali Nair,9768469061,Aditya Nair,400000,0,BC-A,Hindu,Padmasali,Indian,Tamil,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,7.41,8.73,0,EAMCET,TS89689,65679,Day Scholar,95000,0,95000,,0,Route-10,Active
STU-00201,Farida Patil,Female,2005-01-06,O+,9259188853,farida.00201@student.aits.edu.in,23A81A050081,817496036246,XXXX-XXXX-6718,https://randomuser.me/api/portraits/women/4.jpg,AITS/TC/2023/3906,"H.No 4-56/2, Near Water Tank, Alwal",Hyderabad,Telangana,500095,Waseem Patil,Bindhu Patil,9747772834,Waseem Patil,400000,1,OC,Hindu,Kamma,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.01,6.41,0,EAMCET,TS31146,38274,Hosteller,95000,55000,150000,,0,,Active
STU-00202,Yashwanth Agarwal,Male,2006-02-25,O+,9421365006,yashwanth.00202@student.aits.edu.in,23A81A050082,505113435129,XXXX-XXXX-7208,https://randomuser.me/api/portraits/men/5.jpg,AITS/TC/2023/2436,"H.No 2-45, Main Road",Eluru,Andhra Pradesh,534001,Praveen Agarwal,Ashwini Agarwal,9244467442,Praveen Agarwal,200000,2,OC,Hindu,Velama,Indian,Hindi,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.9,7.09,0,Lateral Entry,TSLAT4438,1812,Hosteller,95000,55000,150000,,0,,Active
STU-00203,Balu Iyer,Male,2003-10-28,O+,9439827006,balu.00203@student.aits.edu.in,23A81A050083,676640849040,XXXX-XXXX-6797,https://randomuser.me/api/portraits/men/6.jpg,AITS/TC/2023/7793,"Flat 3A, Residency",Vikarabad,Telangana,501101,Manish Iyer,Zara Iyer,9293173916,Manish Iyer,1500000,1,OC,Hindu,Reddy,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.91,7.04,0,EAMCET,TS13143,61933,Hosteller,95000,55000,150000,Merit,10000,,Active
STU-00204,Madhu Shah,Male,2005-01-21,O+,9316023047,madhu.00204@student.aits.edu.in,23A81A050084,412201246039,XXXX-XXXX-5168,https://randomuser.me/api/portraits/men/7.jpg,AITS/TC/2023/8546,"Flat 205, Ramdev Residency, Uppal",Hyderabad,Telangana,500010,Ganesh Shah,Niharika Shah,9457859780,Ganesh Shah,500000,1,BC-B,Hindu,Viswabrahmins,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,8.41,6.86,0,EAMCET,TS53321,45294,Day Scholar,95000,0,95000,,0,Route-3,Active
STU-00205,Raghav Patel,Male,2003-07-24,A-,9160153467,raghav.00205@student.aits.edu.in,23A81A050085,674817402205,XXXX-XXXX-5904,https://randomuser.me/api/portraits/men/8.jpg,AITS/TC/2023/4070,"H.No 2-45, Main Road",Sangareddy,Telangana,502001,Lokesh Patel,Gayathri Patel,9836042826,Lokesh Patel,500000,2,SC,Hindu,Adi Andhra,Indian,Telugu,B.Tech,CSE,dept-cse,CSE,Computer Science & Engineering,A05,2023,2027,3,B,5,6.73,8.22,0,EAMCET,TS46760,5085,Day Scholar,95000,0,95000,SC/ST Post-Matric,45000,,Active
